Shipment_ID,Country,City,Warehouse,Transport_Mode,Distance_km,Delivery_Time_days,Expected_Delivery_days,Delay_days,Shipping_Cost,Order_Value,Order_Date,Delivery_Date
SHP-103006,Rwanda,Huye,WH-Central-1,Truck,608,2,1,1,382.44,1362.64,2024-04-22,2024-04-24
SHP-103007,Cameroon,Bafoussam,WH-West-1,Truck,1090,3,2,1,883.69,746.75,2024-03-30,2024-04-02
SHP-103008,Rwanda,Huye,WH-Central-1,Truck,315,2,1,1,333.36,1748.26,2024-02-22,2024-02-24
SHP-103009,Kenya,Kisumu,WH-West-1,Air,1018,2,2,0,603.41,1417.78,2023-09-26,2023-09-28
SHP-103010,Tanzania,Dodoma,WH-East-2,Air,734,1,1,0,782.53,4475.38,2023-10-15,2023-10-16
SHP-103011,Kenya,Mombasa,WH-East-2,Truck,610,3,1,2,452.95,3448.52,2023-12-28,2023-12-31
SHP-103012,Kenya,Mombasa,WH-Central-1,Truck,1142,2,2,0,1220.12,4425.65,2023-12-17,2023-12-19
SHP-103013,Ethiopia,Mekelle,WH-West-1,Truck,749,2,1,1,715.92,1664.99,2023-10-09,2023-10-11
SHP-103014,Uganda,Gulu,WH-East-1,Truck,923,3,2,1,563.83,4545.37,2023-01-12,2023-01-15
SHP-103015,Uganda,Entebbe,WH-Central-1,Truck,1568,4,3,1,882.51,4200.2,2023-05-23,2023-05-27
SHP-103016,Cameroon,Bafoussam,WH-Central-1,Truck,603,1,1,0,271.05,2381.29,2023-07-21,2023-07-22
SHP-103017,Uganda,Gulu,WH-West-1,Sea,1362,3,3,0,881.24,4898.01,2024-10-14,2024-10-17
SHP-103018,Uganda,Kampala,WH-East-1,Sea,1029,2,2,0,979.1,1187.58,2023-08-26,2023-08-28
SHP-103019,Uganda,Kampala,WH-East-2,Truck,1097,2,2,0,515.14,2868.89,2024-11-26,2024-11-28
SHP-103020,Tanzania,Dar es Salaam,WH-Central-1,Truck,1654,4,4,0,1872.77,401.38,2023-06-14,2023-06-18
SHP-103021,Ethiopia,Mekelle,WH-Central-1,Truck,612,2,1,1,468.08,1626.27,2023-04-16,2023-04-18
SHP-103022,Nigeria,Abuja,WH-East-2,Truck,1156,2,2,0,1058.49,3807.76,2023-08-17,2023-08-19
SHP-103023,Rwanda,Huye,WH-West-1,Rail,53,1,1,0,32.09,2245.09,2024-09-14,2024-09-15
SHP-103024,Rwanda,Kigali,WH-Central-1,Rail,1092,2,2,0,1146.13,4238.95,2024-04-14,2024-04-16
SHP-103025,Cameroon,Douala,WH-Central-1,Truck,314,2,1,1,357.08,2559.39,2024-05-25,2024-05-27
SHP-103026,Nigeria,Abuja,WH-West-1,Air,473,1,1,0,221.75,346.06,2024-02-29,2024-03-01
SHP-103027,Nigeria,Lagos,WH-East-1,Air,851,2,2,0,342.83,4512.43,2023-06-02,2023-06-04
SHP-103028,Cameroon,Bafoussam,WH-East-1,Air,1068,3,2,1,818.05,1044.43,2023-11-22,2023-11-25
SHP-103029,Ethiopia,Addis Ababa,WH-West-1,Truck,1214,4,3,1,883.48,1071.03,2023-11-24,2023-11-28
SHP-103030,Cameroon,Bafoussam,WH-East-2,Truck,295,3,1,2,210.58,3756.77,2023-06-07,2023-06-10
SHP-103031,Tanzania,Dodoma,WH-East-1,Rail,1028,3,2,1,966.33,744.16,2024-10-04,2024-10-07
SHP-103032,Ethiopia,Mekelle,WH-East-2,Truck,734,2,1,1,851.81,1980.84,2023-04-27,2023-04-29
SHP-103033,Rwanda,Kigali,WH-East-1,Truck,860,2,2,0,699.05,3412.61,2024-06-28,2024-06-30
SHP-103034,Kenya,Nairobi,WH-East-1,Truck,529,2,1,1,531.6,1708.12,2024-11-16,2024-11-18
SHP-103035,Nigeria,Kano,WH-West-1,Truck,1026,4,2,2,807.21,1966.11,2023-07-10,2023-07-14
SHP-103036,Rwanda,Huye,WH-West-1,Truck,842,3,2,1,891.33,2842.95,2023-05-04,2023-05-07
SHP-103037,Kenya,Nairobi,WH-Central-1,Rail,1129,3,2,1,901.83,3090.55,2023-01-23,2023-01-26
SHP-103038,Cameroon,Yaounde,WH-East-1,Truck,1118,2,2,0,998.52,762.99,2023-09-28,2023-09-30
SHP-103039,Cameroon,Douala,WH-East-2,Truck,1369,4,3,1,1427.21,1511.2,2024-07-28,2024-08-01
SHP-103040,Cameroon,Bafoussam,WH-East-2,Truck,274,3,1,2,250.83,1675.54,2024-08-09,2024-08-12
SHP-103041,Cameroon,Bafoussam,WH-East-2,Truck,1753,4,4,0,946.11,573.02,2024-05-04,2024-05-08
SHP-103042,Tanzania,Arusha,WH-East-1,Sea,1011,3,2,1,1095.85,4816.33,2023-06-18,2023-06-21
SHP-103043,Uganda,Gulu,WH-Central-1,Truck,620,2,1,1,647.75,1525.39,2024-09-20,2024-09-22
SHP-103044,Cameroon,Douala,WH-West-1,Truck,868,3,2,1,716.09,2506.68,2024-07-18,2024-07-21
SHP-103045,Uganda,Kampala,WH-East-1,Truck,750,3,1,2,721.55,4515.67,2023-06-07,2023-06-10
SHP-103046,Rwanda,Musanze,WH-West-1,Truck,390,3,1,2,389.92,2035.24,2024-08-02,2024-08-05
SHP-103047,Tanzania,Dar es Salaam,WH-West-1,Truck,857,3,2,1,635.87,4232.66,2024-01-07,2024-01-10
SHP-103048,Tanzania,Dar es Salaam,WH-West-1,Rail,854,4,2,2,968.85,3971.27,2023-06-03,2023-06-07
SHP-103049,Uganda,Gulu,WH-East-1,Sea,1250,4,3,1,601.12,4278.52,2024-07-13,2024-07-17
SHP-103050,Tanzania,Dodoma,WH-East-2,Truck,115,2,1,1,53.66,1245.89,2024-06-18,2024-06-20
SHP-103051,Cameroon,Bafoussam,WH-West-1,Truck,363,4,1,3,260.1,2194.81,2024-03-26,2024-03-30
SHP-103052,Kenya,Kisumu,WH-East-2,Truck,523,2,1,1,340.25,1219.42,2023-03-30,2023-04-01
SHP-103053,Cameroon,Bafoussam,WH-Central-1,Truck,816,3,2,1,974.65,4827.8,2024-08-03,2024-08-06
SHP-103054,Nigeria,Lagos,WH-Central-1,Air,986,2,2,0,1038.16,1254.57,2024-05-25,2024-05-27
SHP-103055,Cameroon,Yaounde,WH-West-1,Truck,1212,5,3,2,1427.36,409.28,2023-03-07,2023-03-12
SHP-103056,Nigeria,Kano,WH-West-1,Truck,824,2,2,0,802.27,1937.45,2023-09-05,2023-09-07
SHP-103057,Uganda,Entebbe,WH-East-2,Truck,50,2,1,1,31.66,3408.9,2024-08-02,2024-08-04
SHP-103058,Ethiopia,Mekelle,WH-Central-1,Truck,1009,2,2,0,558.82,617.63,2024-03-15,2024-03-17
SHP-103059,Tanzania,Dodoma,WH-Central-1,Truck,1003,2,2,0,642.3,4987.65,2023-10-12,2023-10-14
SHP-103060,Nigeria,Abuja,WH-East-1,Truck,1122,2,2,0,1163.37,1239.74,2024-09-25,2024-09-27
SHP-103061,Nigeria,Kano,WH-East-2,Truck,472,1,1,0,314.4,2873.28,2023-02-02,2023-02-03
SHP-103062,Cameroon,Douala,WH-West-1,Sea,670,1,1,0,735.26,4043.42,2024-06-11,2024-06-12
SHP-103063,Uganda,Gulu,WH-East-2,Sea,1125,3,2,1,651.39,2875.58,2024-09-14,2024-09-17
SHP-103064,Nigeria,Kano,WH-East-2,Truck,1203,4,3,1,1101.99,1263.94,2023-04-11,2023-04-15
SHP-103065,Kenya,Kisumu,WH-West-1,Air,1368,3,3,0,1362.91,4545.08,2023-10-04,2023-10-07
SHP-103066,Uganda,Kampala,WH-East-1,Truck,1278,4,3,1,797.39,3271.13,2023-08-10,2023-08-14
SHP-103067,Rwanda,Kigali,WH-East-1,Truck,1169,1,2,-1,1007.78,1932.71,2024-04-09,2024-04-10
SHP-103068,Tanzania,Dodoma,WH-East-1,Sea,1209,4,3,1,643.95,2615.94,2024-04-01,2024-04-05
SHP-103069,Tanzania,Dar es Salaam,WH-West-1,Truck,1418,4,3,1,1505.79,3447.56,2023-11-26,2023-11-30
SHP-103070,Cameroon,Bafoussam,WH-East-2,Truck,821,3,2,1,554.12,2111.41,2023-07-23,2023-07-26
SHP-103071,Uganda,Gulu,WH-Central-1,Truck,1228,4,3,1,849.83,1560.65,2023-03-01,2023-03-05
SHP-103072,Cameroon,Douala,WH-West-1,Rail,542,2,1,1,575.54,4927.05,2024-09-05,2024-09-07
SHP-103073,Nigeria,Lagos,WH-East-1,Truck,845,4,2,2,743.74,2633.27,2024-04-30,2024-05-04
SHP-103074,Cameroon,Bafoussam,WH-East-1,Truck,1355,2,3,-1,1504.56,1145.45,2023-11-04,2023-11-06
SHP-103075,Nigeria,Lagos,WH-East-1,Truck,1076,3,2,1,902.94,1523.53,2024-03-28,2024-03-31
SHP-103076,Uganda,Entebbe,WH-East-1,Truck,1158,2,2,0,940.95,3297.5,2024-11-06,2024-11-08
SHP-103077,Cameroon,Bafoussam,WH-West-1,Truck,574,2,1,1,244.54,1923.67,2024-08-16,2024-08-18
SHP-103078,Kenya,Kisumu,WH-West-1,Truck,601,1,1,0,455.83,3108.61,2024-01-18,2024-01-19
SHP-103079,Tanzania,Dodoma,WH-East-2,Rail,655,1,1,0,447.43,4680.5,2023-02-07,2023-02-08
SHP-103080,Uganda,Gulu,WH-West-1,Rail,795,2,1,1,648.39,976.57,2023-03-18,2023-03-20
SHP-103081,Ethiopia,Addis Ababa,WH-East-2,Air,686,1,1,0,588.05,2884.44,2023-08-03,2023-08-04
SHP-103082,Tanzania,Dar es Salaam,WH-East-1,Truck,1544,4,3,1,1717.05,1666.57,2023-04-07,2023-04-11
SHP-103083,Rwanda,Musanze,WH-Central-1,Truck,946,3,2,1,1071.44,1874.93,2024-01-28,2024-01-31
SHP-103084,Nigeria,Abuja,WH-Central-1,Truck,984,3,2,1,891.81,4121.1,2023-01-21,2023-01-24
SHP-103085,Tanzania,Dar es Salaam,WH-East-2,Sea,670,3,1,2,304.47,1205.74,2023-01-06,2023-01-09
SHP-103086,Rwanda,Musanze,WH-East-2,Rail,1151,3,2,1,691.07,4103.09,2023-04-01,2023-04-04
SHP-103087,Ethiopia,Mekelle,WH-Central-1,Truck,1395,4,3,1,1324.52,2556.42,2024-04-07,2024-04-11
SHP-103088,Rwanda,Musanze,WH-East-1,Truck,796,2,1,1,686.46,2761.51,2023-05-26,2023-05-28
SHP-103089,Tanzania,Dodoma,WH-East-1,Truck,1100,3,2,1,1089.33,3733.13,2023-07-13,2023-07-16
SHP-103090,Uganda,Gulu,WH-East-2,Truck,1053,3,2,1,816.08,3337.08,2024-01-13,2024-01-16
SHP-103091,Nigeria,Lagos,WH-East-2,Truck,1175,3,2,1,970.07,3944.3,2024-04-02,2024-04-05
SHP-103092,Nigeria,Kano,WH-Central-1,Sea,1059,2,2,0,953.47,389.84,2023-05-05,2023-05-07
SHP-103093,Cameroon,Douala,WH-East-2,Truck,624,2,1,1,340.49,2913.95,2023-01-22,2023-01-24
SHP-103094,Nigeria,Kano,WH-East-1,Truck,1290,3,3,0,921.77,2541.6,2023-09-02,2023-09-05
SHP-103095,Rwanda,Huye,WH-East-1,Rail,789,2,1,1,732.93,2585.07,2023-01-02,2023-01-04
SHP-103096,Uganda,Kampala,WH-Central-1,Air,270,1,1,0,291.87,1803.2,2023-04-10,2023-04-11
SHP-103097,Rwanda,Kigali,WH-West-1,Truck,50,2,1,1,38.59,4266.14,2024-10-18,2024-10-20
SHP-103098,Cameroon,Yaounde,WH-West-1,Truck,1186,3,2,1,650.79,2542.35,2024-07-02,2024-07-05
SHP-103099,Nigeria,Lagos,WH-East-1,Sea,1161,3,2,1,938.12,3113.89,2024-06-15,2024-06-18
SHP-103100,Rwanda,Kigali,WH-West-1,Air,600,1,1,0,380.68,354.14,2024-06-04,2024-06-05
SHP-103101,Cameroon,Douala,WH-West-1,Truck,762,1,1,0,316.92,1321.28,2024-10-23,2024-10-24
SHP-103102,Nigeria,Abuja,WH-East-2,Truck,1142,3,2,1,1211.63,1200.04,2023-09-29,2023-10-02
SHP-103103,Uganda,Entebbe,WH-East-2,Truck,1275,4,3,1,993.43,3643.06,2024-11-16,2024-11-20
SHP-103104,Rwanda,Musanze,WH-Central-1,Truck,1779,5,4,1,738.79,2584.0,2023-07-23,2023-07-28
SHP-103105,Tanzania,Arusha,WH-East-1,Truck,50,2,1,1,43.57,1547.51,2023-09-14,2023-09-16
SHP-103106,Rwanda,Musanze,WH-East-1,Truck,908,3,2,1,766.35,4048.89,2023-05-28,2023-05-31
SHP-103107,Cameroon,Bafoussam,WH-East-1,Sea,50,2,1,1,27.56,487.04,2024-09-19,2024-09-21
SHP-103108,Rwanda,Musanze,WH-East-2,Rail,457,1,1,0,414.4,2143.35,2023-11-22,2023-11-23
SHP-103109,Rwanda,Kigali,WH-East-2,Truck,1052,2,2,0,1015.47,3481.04,2024-07-14,2024-07-16
SHP-103110,Tanzania,Dar es Salaam,WH-Central-1,Truck,696,1,1,0,278.59,486.48,2023-10-30,2023-10-31
SHP-103111,Cameroon,Douala,WH-Central-1,Truck,450,2,1,1,287.99,469.6,2023-11-29,2023-12-01
SHP-103112,Uganda,Gulu,WH-East-1,Air,192,2,1,1,80.84,2326.89,2024-02-16,2024-02-18
SHP-103113,Rwanda,Huye,WH-East-2,Truck,786,2,1,1,563.27,2500.91,2023-05-18,2023-05-20
SHP-103114,Cameroon,Yaounde,WH-East-2,Truck,422,2,1,1,184.21,3234.69,2023-09-19,2023-09-21
SHP-103115,Tanzania,Arusha,WH-Central-1,Rail,1290,4,3,1,620.06,1346.08,2023-01-17,2023-01-21
SHP-103116,Kenya,Kisumu,WH-Central-1,Truck,646,2,1,1,264.38,2926.59,2023-03-29,2023-03-31
SHP-103117,Ethiopia,Mekelle,WH-East-1,Truck,820,2,2,0,732.54,1481.37,2023-07-06,2023-07-08
SHP-103118,Uganda,Entebbe,WH-West-1,Truck,1064,2,2,0,480.54,3184.4,2024-07-23,2024-07-25
SHP-103119,Kenya,Nairobi,WH-East-2,Truck,1692,4,4,0,1030.59,1933.58,2023-12-11,2023-12-15
SHP-103120,Ethiopia,Addis Ababa,WH-East-1,Truck,1207,2,3,-1,973.21,3313.71,2024-01-31,2024-02-02
SHP-103121,Nigeria,Lagos,WH-East-1,Sea,1107,3,2,1,914.48,298.94,2023-12-22,2023-12-25
SHP-103122,Cameroon,Yaounde,WH-West-1,Sea,1388,4,3,1,1534.25,2698.71,2024-04-08,2024-04-12
SHP-103123,Rwanda,Huye,WH-East-1,Truck,281,1,1,0,193.15,1115.44,2023-09-16,2023-09-17
SHP-103124,Ethiopia,Dire Dawa,WH-Central-1,Rail,1078,2,2,0,949.37,3308.51,2024-04-26,2024-04-28
SHP-103125,Rwanda,Kigali,WH-Central-1,Rail,639,2,1,1,738.0,1315.37,2023-02-11,2023-02-13
SHP-103126,Uganda,Gulu,WH-East-1,Rail,1405,3,3,0,671.21,3774.31,2024-09-21,2024-09-24
SHP-103127,Uganda,Gulu,WH-East-1,Truck,676,2,1,1,428.82,1297.37,2024-03-27,2024-03-29
SHP-103128,Uganda,Kampala,WH-West-1,Truck,1398,4,3,1,1161.13,4677.8,2023-06-17,2023-06-21
SHP-103129,Cameroon,Yaounde,WH-East-1,Truck,520,1,1,0,238.43,2171.83,2023-12-26,2023-12-27
SHP-103130,Tanzania,Dar es Salaam,WH-Central-1,Sea,906,3,2,1,364.53,1876.31,2023-02-20,2023-02-23
SHP-103131,Tanzania,Dodoma,WH-East-2,Air,211,2,1,1,221.95,215.7,2023-08-22,2023-08-24
SHP-103132,Tanzania,Dodoma,WH-West-1,Rail,1171,2,2,0,515.72,2237.48,2023-05-08,2023-05-10
SHP-103133,Nigeria,Kano,WH-East-1,Rail,943,3,2,1,617.49,2039.14,2023-11-05,2023-11-08
SHP-103134,Ethiopia,Dire Dawa,WH-Central-1,Rail,1628,5,4,1,1013.14,1445.19,2024-04-19,2024-04-24
SHP-103135,Ethiopia,Dire Dawa,WH-West-1,Truck,286,1,1,0,197.36,3481.4,2023-03-20,2023-03-21
SHP-103136,Ethiopia,Mekelle,WH-Central-1,Truck,391,2,1,1,367.25,913.72,2023-01-18,2023-01-20
SHP-103137,Uganda,Gulu,WH-East-2,Truck,497,2,1,1,487.04,1386.55,2024-05-19,2024-05-21
SHP-103138,Rwanda,Huye,WH-Central-1,Truck,589,1,1,0,520.41,2258.37,2024-08-14,2024-08-15
SHP-103139,Kenya,Kisumu,WH-Central-1,Truck,1046,3,2,1,768.75,1576.75,2023-08-26,2023-08-29
SHP-103140,Uganda,Kampala,WH-Central-1,Truck,387,2,1,1,304.96,1932.91,2023-11-29,2023-12-01
SHP-103141,Cameroon,Yaounde,WH-East-1,Truck,848,3,2,1,850.58,2661.17,2023-07-20,2023-07-23
SHP-103142,Ethiopia,Mekelle,WH-Central-1,Rail,1018,3,2,1,579.14,2440.75,2024-11-17,2024-11-20
SHP-103143,Nigeria,Lagos,WH-West-1,Truck,1170,3,2,1,795.01,1660.73,2024-03-26,2024-03-29
SHP-103144,Uganda,Kampala,WH-West-1,Truck,1446,4,3,1,952.38,2182.24,2024-09-18,2024-09-22
SHP-103145,Tanzania,Arusha,WH-East-2,Truck,1659,4,4,0,1386.44,907.69,2024-07-26,2024-07-30
SHP-103146,Ethiopia,Addis Ababa,WH-Central-1,Rail,1097,2,2,0,1164.9,682.23,2024-04-19,2024-04-21
SHP-103147,Ethiopia,Dire Dawa,WH-East-1,Truck,1283,4,3,1,887.14,787.02,2023-03-10,2023-03-14
SHP-103148,Tanzania,Arusha,WH-Central-1,Rail,1685,4,4,0,761.67,2565.87,2024-11-25,2024-11-29
SHP-103149,Kenya,Nairobi,WH-East-2,Truck,1110,4,2,2,715.24,2058.62,2024-11-07,2024-11-11
SHP-103150,Ethiopia,Mekelle,WH-East-1,Truck,1274,3,3,0,872.11,556.96,2024-08-22,2024-08-25
SHP-103151,Cameroon,Douala,WH-East-2,Air,636,1,1,0,635.62,2699.31,2023-12-24,2023-12-25
SHP-103152,Nigeria,Abuja,WH-Central-1,Truck,1472,4,3,1,1012.92,2793.5,2023-10-12,2023-10-16
SHP-103153,Cameroon,Douala,WH-East-1,Sea,220,1,1,0,228.82,1547.23,2024-09-01,2024-09-02
SHP-103154,Tanzania,Arusha,WH-East-1,Air,1015,2,2,0,635.52,939.92,2023-07-21,2023-07-23
SHP-103155,Nigeria,Abuja,WH-East-1,Truck,911,2,2,0,983.85,1396.34,2023-08-08,2023-08-10
SHP-103156,Tanzania,Dar es Salaam,WH-East-1,Truck,1169,3,2,1,938.5,516.39,2024-09-10,2024-09-13
SHP-103157,Rwanda,Musanze,WH-East-1,Truck,863,2,2,0,830.24,4149.12,2024-07-29,2024-07-31
SHP-103158,Tanzania,Dodoma,WH-Central-1,Rail,505,2,1,1,517.05,4622.33,2023-07-02,2023-07-04
SHP-103159,Cameroon,Yaounde,WH-East-1,Truck,1163,2,2,0,936.99,4247.89,2024-01-05,2024-01-07
SHP-103160,Tanzania,Dar es Salaam,WH-East-1,Truck,758,1,1,0,760.24,4565.26,2023-12-24,2023-12-25
SHP-103161,Nigeria,Abuja,WH-Central-1,Sea,955,4,2,2,933.15,1450.41,2024-02-12,2024-02-16
SHP-103162,Cameroon,Yaounde,WH-West-1,Sea,704,3,1,2,507.93,4222.57,2023-12-04,2023-12-07
SHP-103163,Tanzania,Dodoma,WH-East-1,Truck,429,2,1,1,219.26,4226.56,2024-02-22,2024-02-24
SHP-103164,Rwanda,Huye,WH-East-2,Sea,1079,3,2,1,1185.81,4074.0,2024-07-03,2024-07-06
SHP-103165,Rwanda,Kigali,WH-East-2,Rail,934,2,2,0,473.93,3436.81,2024-03-28,2024-03-30
SHP-103166,Ethiopia,Mekelle,WH-Central-1,Sea,869,4,2,2,824.38,3157.35,2024-08-20,2024-08-24
SHP-103167,Uganda,Entebbe,WH-East-1,Air,1120,2,2,0,639.52,4658.96,2023-01-17,2023-01-19
SHP-103168,Kenya,Mombasa,WH-East-1,Sea,964,3,2,1,906.05,3499.72,2024-09-04,2024-09-07
SHP-103169,Kenya,Kisumu,WH-West-1,Truck,1177,3,2,1,645.87,726.4,2023-02-22,2023-02-25
SHP-103170,Rwanda,Musanze,WH-East-1,Truck,885,1,2,-1,730.2,1256.43,2024-03-06,2024-03-07
SHP-103171,Cameroon,Bafoussam,WH-West-1,Truck,599,1,1,0,642.63,3705.58,2023-11-20,2023-11-21
SHP-103172,Kenya,Kisumu,WH-Central-1,Sea,792,2,1,1,887.97,1228.39,2024-04-12,2024-04-14
SHP-103173,Tanzania,Dar es Salaam,WH-Central-1,Truck,946,3,2,1,576.25,1751.84,2024-08-19,2024-08-22
SHP-103174,Tanzania,Dodoma,WH-East-1,Air,347,1,1,0,189.98,2035.03,2023-09-21,2023-09-22
SHP-103175,Uganda,Entebbe,WH-West-1,Truck,462,2,1,1,274.29,286.18,2023-08-31,2023-09-02
SHP-103176,Tanzania,Dodoma,WH-East-1,Sea,188,2,1,1,114.73,2111.64,2023-09-25,2023-09-27
SHP-103177,Cameroon,Yaounde,WH-East-2,Truck,831,2,2,0,842.36,3468.8,2023-11-16,2023-11-18
SHP-103178,Uganda,Kampala,WH-East-2,Sea,201,2,1,1,94.59,1462.52,2023-09-14,2023-09-16
SHP-103179,Kenya,Mombasa,WH-East-2,Truck,897,2,2,0,407.33,1765.28,2023-02-20,2023-02-22
SHP-103180,Nigeria,Abuja,WH-Central-1,Truck,558,3,1,2,663.0,4209.68,2023-01-11,2023-01-14
SHP-103181,Rwanda,Huye,WH-West-1,Truck,603,1,1,0,304.69,2329.96,2024-03-18,2024-03-19
SHP-103182,Kenya,Kisumu,WH-West-1,Truck,1057,3,2,1,542.63,1623.26,2023-04-30,2023-05-03
SHP-103183,Nigeria,Lagos,WH-East-2,Rail,884,3,2,1,738.9,2434.04,2024-07-04,2024-07-07
SHP-103184,Rwanda,Kigali,WH-East-1,Truck,982,3,2,1,847.2,3314.96,2024-06-27,2024-06-30
SHP-103185,Nigeria,Kano,WH-West-1,Air,983,2,2,0,668.53,1381.43,2023-06-10,2023-06-12
SHP-103186,Kenya,Nairobi,WH-West-1,Truck,563,1,1,0,571.89,822.12,2024-02-04,2024-02-05
SHP-103187,Kenya,Nairobi,WH-East-2,Truck,1405,4,3,1,1563.79,3764.39,2023-05-03,2023-05-07
SHP-103188,Ethiopia,Dire Dawa,WH-West-1,Truck,1056,3,2,1,1204.46,3370.53,2023-01-07,2023-01-10
SHP-103189,Uganda,Entebbe,WH-East-2,Air,849,2,2,0,610.72,4210.45,2024-02-09,2024-02-11
SHP-103190,Rwanda,Huye,WH-Central-1,Truck,1019,3,2,1,694.07,4085.89,2024-05-29,2024-06-01
SHP-103191,Ethiopia,Addis Ababa,WH-East-1,Truck,718,2,1,1,334.03,245.97,2024-02-01,2024-02-03
SHP-103192,Tanzania,Arusha,WH-West-1,Truck,701,2,1,1,518.4,4242.92,2023-06-28,2023-06-30
SHP-103193,Cameroon,Yaounde,WH-Central-1,Air,803,2,2,0,725.18,1271.16,2023-09-29,2023-10-01
SHP-103194,Cameroon,Douala,WH-East-2,Air,1073,2,2,0,829.05,1451.21,2023-11-23,2023-11-25
SHP-103195,Ethiopia,Mekelle,WH-East-1,Truck,993,2,2,0,1153.69,3789.56,2023-01-14,2023-01-16
SHP-103196,Rwanda,Musanze,WH-Central-1,Air,304,1,1,0,322.38,2153.46,2024-04-25,2024-04-26
SHP-103197,Uganda,Gulu,WH-Central-1,Truck,1192,2,2,0,1258.81,324.16,2023-03-13,2023-03-15
SHP-103198,Ethiopia,Mekelle,WH-Central-1,Sea,393,3,1,2,398.52,2482.68,2023-05-30,2023-06-02
SHP-103199,Rwanda,Kigali,WH-Central-1,Truck,611,1,1,0,288.61,4862.49,2024-03-18,2024-03-19
SHP-103200,Rwanda,Musanze,WH-West-1,Truck,563,2,1,1,298.66,3879.46,2024-02-12,2024-02-14
SHP-103201,Uganda,Gulu,WH-East-2,Sea,330,2,1,1,388.98,329.89,2024-05-24,2024-05-26
SHP-103202,Rwanda,Musanze,WH-East-2,Truck,1431,4,3,1,1508.24,406.56,2023-04-07,2023-04-11
SHP-103203,Tanzania,Dodoma,WH-Central-1,Truck,964,3,2,1,1030.49,2442.71,2023-08-14,2023-08-17
SHP-103204,Tanzania,Dar es Salaam,WH-East-1,Truck,249,2,1,1,200.06,800.35,2024-06-06,2024-06-08
SHP-103205,Uganda,Gulu,WH-East-2,Rail,1517,4,3,1,1437.72,1476.06,2024-04-12,2024-04-16
SHP-103206,Tanzania,Arusha,WH-East-1,Sea,1043,2,2,0,437.44,2106.9,2023-12-04,2023-12-06
SHP-103207,Cameroon,Yaounde,WH-East-2,Truck,1209,4,3,1,625.21,1139.31,2023-10-03,2023-10-07
SHP-103208,Ethiopia,Mekelle,WH-East-2,Truck,369,1,1,0,373.72,1684.99,2024-07-30,2024-07-31
SHP-103209,Rwanda,Musanze,WH-East-2,Truck,1023,3,2,1,632.31,4556.32,2024-09-24,2024-09-27
SHP-103210,Nigeria,Lagos,WH-Central-1,Truck,897,3,2,1,899.73,554.68,2024-01-02,2024-01-05
SHP-103211,Ethiopia,Dire Dawa,WH-West-1,Truck,1327,3,3,0,736.24,4080.55,2024-07-09,2024-07-12
SHP-103212,Nigeria,Abuja,WH-Central-1,Sea,264,2,1,1,306.83,942.59,2024-02-06,2024-02-08
SHP-103213,Cameroon,Bafoussam,WH-East-1,Truck,799,2,1,1,921.3,2579.8,2023-09-06,2023-09-08
SHP-103214,Uganda,Gulu,WH-Central-1,Truck,194,1,1,0,92.48,4025.09,2023-05-03,2023-05-04
SHP-103215,Kenya,Mombasa,WH-East-1,Sea,1852,5,4,1,1267.61,3904.55,2024-03-06,2024-03-11
SHP-103216,Nigeria,Lagos,WH-East-2,Air,441,1,1,0,360.4,3646.26,2024-09-19,2024-09-20
SHP-103217,Tanzania,Dar es Salaam,WH-Central-1,Truck,1106,3,2,1,992.36,4376.23,2023-01-28,2023-01-31
SHP-103218,Cameroon,Bafoussam,WH-East-1,Air,1277,3,3,0,924.8,2933.69,2023-12-30,2024-01-02
SHP-103219,Tanzania,Dar es Salaam,WH-West-1,Truck,1237,4,3,1,1061.59,3867.09,2023-02-18,2023-02-22
SHP-103220,Cameroon,Bafoussam,WH-Central-1,Truck,87,2,1,1,92.22,2634.37,2024-01-14,2024-01-16
SHP-103221,Ethiopia,Mekelle,WH-East-1,Sea,1604,5,4,1,1873.06,4727.68,2024-09-09,2024-09-14
SHP-103222,Cameroon,Douala,WH-East-2,Truck,774,2,1,1,729.13,2901.73,2024-08-27,2024-08-29
SHP-103223,Uganda,Kampala,WH-East-2,Truck,888,3,2,1,1033.19,864.54,2023-11-09,2023-11-12
SHP-103224,Kenya,Mombasa,WH-East-2,Air,571,1,1,0,626.58,2625.08,2023-06-18,2023-06-19
SHP-103225,Tanzania,Dar es Salaam,WH-East-2,Truck,420,1,1,0,497.41,1868.19,2024-08-08,2024-08-09
SHP-103226,Rwanda,Musanze,WH-East-2,Truck,795,2,1,1,838.66,1390.92,2023-08-05,2023-08-07
SHP-103227,Rwanda,Huye,WH-East-2,Air,159,1,1,0,114.27,1002.26,2024-10-03,2024-10-04
SHP-103228,Rwanda,Huye,WH-Central-1,Truck,1387,3,3,0,799.26,1710.7,2024-07-05,2024-07-08
SHP-103229,Cameroon,Bafoussam,WH-East-2,Truck,1061,2,2,0,1105.04,534.12,2024-03-09,2024-03-11
SHP-103230,Uganda,Entebbe,WH-East-2,Rail,912,2,2,0,883.3,4696.86,2024-04-06,2024-04-08
SHP-103231,Nigeria,Lagos,WH-Central-1,Air,875,2,2,0,578.59,1409.56,2023-11-07,2023-11-09
SHP-103232,Uganda,Entebbe,WH-West-1,Truck,347,2,1,1,265.22,4473.72,2024-01-27,2024-01-29
